違和感なし,違和感なし,違和感なく,違和感無く,違和感も無く,違和感のない,違和感ありません,違和感はありません,違和感を感じない,,,,,,,,,,,,,,,,
違和感が少ない,違和感が少ない,,,,,,,,,,,,,,,,,,,,,,,
違和感がある,違和感がある,違和感があり,違和感があります,違和感を感じる,違和感を感じ,,,,,,,,,,,,,,,,,,,
使い勝手がいい,使い勝手がいい,使い勝手が良い,使い勝手良い,使い勝手はいい,使い勝手もいい,使い勝手がよい,使い勝手がよく,使い勝手も良く,使い勝手が良く,使い勝手の良さ,使い勝手も素晴らしく,良好な使い勝手,使用感も良い,,,,,,,,,,,
使い勝手が悪い,使い勝手が悪い,使い勝手が良くない,使用感が悪すぎる,,,,,,,,,,,,,,,,,,,,,
追従性が良い,追従性が良い,追従性は良好,追従性は優れている,追従能力がすばらしい,追従性は素晴らしく,追従性は上がっている,追従性能が凄い,良い追従,すばらしい追従性,,,,,,,,,,,,,,,
追従性は悪く,追従性は悪く,追従が残念,,,,,,,,,,,,,,,,,,,,,,
AFは速い,AFは速い,AF速度が速い,AFが早い,AFの速さ,AFも速やか,,,,,,,,,,,,,,,,,,,
AF性能が高く,AF性能が高く,AF性能も高い,AFの精度は良い,AFが良く,AFは良好,AFが最高,AF性能が段違い,,,,,,,,,,,,,,,,,
AF精度が弱い,AF精度が弱い,AFが合わない,AFが合わず,AFが使えない,,,,,,,,,,,,,,,,,,,,
AFが速くない,AFが速くない,AF速度が早くない,,,,,,,,,,,,,,,,,,,,,,
瞳AFが楽,瞳AFが楽,瞳AFは楽,瞳AFが便利,瞳AFは便利,瞳AFは優秀,,,,,,,,,,,,,,,,,,,
瞳AFが良好,瞳AFが良好,瞳AFも良好,瞳AFもばっちり,瞳AFがよく効いて,,,,,,,,,,,,,,,,,,,,
瞳AF素晴らしい,瞳AF素晴らしい,瞳AFはすごい,,,,,,,,,,,,,,,,,,,,,,
持ちが良い,持ちが良い,持ちは良い,持ちも良い,持ちが良かった,バッテリー持ちは良く,バッテリー持ちが良く,電池のもちはいい,予備は必要ない,バッテリーは問題ない,,,,,,,,,,,,,,,
減りが早い,減りが早い,減りは早い,減りが速い,減りが早く,減り方は早い,減衰が早い,消耗が早い,消耗は速い,消耗が激しい,バッテリーの減りの早さ,消費が多い,バッテリーの消耗が激しい,持ちが悪い,もちが悪い,持ちが悪く,持ちの悪さ,もちがよくない,バッテリーの持ちは悪い,バッテリーのもちはよくない,電池の持ちが悪い,電池持ちが良くない,予備は必要,予備が必要,予備必須
値段が低い,値段が低い,値段が安く,値段もお手頃,,,,,,,,,,,,,,,,,,,,,
コスパがいい,コスパがいい,コスパが良く,コスパも良い,コスパ良い,コスパの良い,コスパ最高,高いコストパフォーマンス,,,,,,,,,,,,,,,,,
値段が高い,値段が高い,値段が高すぎる,値段は高め,値段の高さ,価格が高い,価格が高すぎ,価格がお高め,価格は高め,価格の高い,価格も高く,,,,,,,,,,,,,,
反応がいい,反応がいい,反応が良い,反応も良い,レスポンスが良い,レスポンスが良く,レスポンスもいい,レスポンスも良好,レスポンスはよかった,,,,,,,,,,,,,,,,
タイムラグが無い,タイムラグが無い,動作は速く,,,,,,,,,,,,,,,,,,,,,,
反応速度が遅い,反応速度が遅い,反応が悪すぎ,反応速度がもたつく,レスポンスが悪い,,,,,,,,,,,,,,,,,,,,
感度は良好,感度は良好,感度も良好,感度も高め,,,,,,,,,,,,,,,,,,,,,
感度は良くない,感度は良くない,感度は良くはなく,,,,,,,,,,,,,,,,,,,,,,
高感度が強い,高感度が強い,高感度も強い,高感度に強い,高感度に強く,高感度にも強く,高感度の強さ,高感度での強さ,高感度は良い,高感度画質も良く,高感度耐性が素晴らしく,,,,,,,,,,,,,,
高感度が弱い,高感度が弱い,高感度に強くない,,,,,,,,,,,,,,,,,,,,,,
質感がいい,質感がいい,質感が良い,質感もいい,質感も良い,質感も良く,質感も良かった,質感も高い,質感は最高,質感も満足,質感も上品,,,,,,,,,,,,,,
質感が向上,質感が向上,,,,,,,,,,,,,,,,,,,,,,,
質感がかっこいい,質感がかっこいい,,,,,,,,,,,,,,,,,,,,,,,
ストレスが無い	,ストレスが無い,ストレスなく,ストレスもなくなり,ストレスがありません,ストレスを感じない,ストレスを感じなく,ストレスも感じません,ストレス開放,ストレスから解放,ストレス解消,ストレスフリー,,,,,,,,,,,,,
ストレスは少ない,ストレスは少ない,ストレスが減り,,,,,,,,,,,,,,,,,,,,,,
ストレスになる,ストレスになる,ストレスがたまり,ストレスに感じる,,,,,,,,,,,,,,,,,,,,,
EVFは良い,EVFは良い,ＥＶＦは最高,,,,,,,,,,,,,,,,,,,,,,
EVFが見やすい,EVFが見やすい,EVFも見やすく,EVFの見やすさ,ファインダーは見やすい,ファインダーも見やすい,見やすいファインダー,,,,,,,,,,,,,,,,,,
ファインダーは大きく,ファインダーは大きく,,,,,,,,,,,,,,,,,,,,,,,
背面液晶もきれい,背面液晶もきれい,背面液晶が見やすく,,,,,,,,,,,,,,,,,,,,,,
面液晶が素晴らしい,面液晶が素晴らしい,,,,,,,,,,,,,,,,,,,,,,,
EVFが見づらい,EVFが見づらい,,,,,,,,,,,,,,,,,,,,,,,
液晶が小さい,液晶が小さい,,,,,,,,,,,,,,,,,,,,,,,
タッチ＆ドラッグAFがいい,タッチ＆ドラッグAFがいい,タッチアンドドラッグAFの快適,タッチ＆ドラッグAFは便利,タッチ＆ドラッグはやり易く,,,,,,,,,,,,,,,,,,,,
シャッター音が小さい,シャッター音が小さい,シャッター音が小さく,シャッター音は小さく,シャッター音は静か,,,,,,,,,,,,,,,,,,,,
シャッターの音がデカい,シャッターの音がデカい,,,,,,,,,,,,,,,,,,,,,,,
シャッター音はいい,シャッター音はいい,シャッター音もいい,シャッター音も良く,シャッター音は好き,,,,,,,,,,,,,,,,,,,,
シャッター音が軽い,シャッター音が軽い,シャッター音が軽く,,,,,,,,,,,,,,,,,,,,,,
シャッター音が気持ちよい,シャッター音が気持ちよい,シャッター音が気持ちよく,,,,,,,,,,,,,,,,,,,,,,
ピント精度が高い,ピント精度が高い,ピント精度も高い,ピント精度も高く,ピント合わせが楽,ピントの正確さ,,,,,,,,,,,,,,,,,,,
ピンも早い,ピンも早い,,,,,,,,,,,,,,,,,,,,,,,
ピントが合う,ピントが合う,ピント合う,ピントが合います,ピント合います,ピントの合った,ピントが合って,ピントがあって,ピントがきて,ピントが来て,,,,,,,,,,,,,,,
ピントが合わない,ピントが合わない,ピントが合いません,ピントが合いにくい,ピントが合わせづらい,ピントが合わなくなる,ピントが来ない,ピントが甘い,ピント精度がイマイチ,,,,,,,,,,,,,,,,
フォーカスが早い,フォーカスが早い,フォーカスが早く,フォーカスの速さ,,,,,,,,,,,,,,,,,,,,,
フォーカスが合う,フォーカスが合う,,,,,,,,,,,,,,,,,,,,,,,
フォーカスが甘い,フォーカスが甘い,,,,,,,,,,,,,,,,,,,,,,,
自由度が高い,自由度が高い,自由度は高い,自由度の高い,自由度が高く,自由度が高まり,,,,,,,,,,,,,,,,,,,
構図の自由度が低い,構図の自由度が低い,構図の自由度が低く,,,,,,,,,,,,,,,,,,,,,,
自由度が低い,自由度が低い,自由度が低く,自由度が下がって,,,,,,,,,,,,,,,,,,,,,
カスタマイズができる,カスタマイズができる,カスタマイズできる,カスタマイズ性が高い,カスタマイズ性も高い,カスタムできる,カスタムも可能,,,,,,,,,,,,,,,,,,
カスタマイズは必須,カスタマイズは必須,カスタマイズする必要があり,,,,,,,,,,,,,,,,,,,,,,
カスタマイズできない,カスタマイズできない,カスタマイズ非対応,,,,,,,,,,,,,,,,,,,,,,
安っぽさはない,安っぽさはない,安っぽくは無い,安っぽさはなく,安っぽくなく,安っぽさもない,,,,,,,,,,,,,,,,,,,
安っぽさはある,安っぽさはある,安っぽさはあり,高級感はありません,,,,,,,,,,,,,,,,,,,,,
画質が好き,画質が好き,画質は魅力的,,,,,,,,,,,,,,,,,,,,,,
画質が良い,画質が良い,画質もいい,画質が良く,画質がよく,画質も良く,画質の良さ,画質も綺麗,画も綺麗,画質は素晴らしい,画質は最高,画質はきれい,画質の向上,画質は悪くない,画質はピカイチ,,,,,,,,,,
画質が悪い,画質が悪い,画質が悪く,画質も悪く,画質の悪さ,画質が荒い,画質は落ちます,,,,,,,,,,,,,,,,,,
塗りつぶし感がある,塗りつぶし感がある,塗りつぶし感があり,,,,,,,,,,,,,,,,,,,,,,
シャープネス,シャープネス,,,,,,,,,,,,,,,,,,,,,,,
シャープさに欠ける,シャープさに欠ける,シャープさに欠け,,,,,,,,,,,,,,,,,,,,,,
解像感が良い,解像感が良い,解像感もいい,解像度も良く,解像度も優秀,解像感がアップ,解像感も満足,解像感も増した,解像度も十分,,,,,,,,,,,,,,,,
解像感がある,解像感がある,解像感があり,,,,,,,,,,,,,,,,,,,,,,
解像度が低い,解像度が低い,解像度が低く,解像度が落ち,,,,,,,,,,,,,,,,,,,,,
安定感がある,安定感がある,安定感があり,安定性は高い,,,,,,,,,,,,,,,,,,,,,
安定感が無い,安定感が無い,安定感も欠ける,,,,,,,,,,,,,,,,,,,,,,
バランスが良い,バランスが良い,バランスいい,バランスがよく,バランスは良好,,,,,,,,,,,,,,,,,,,,
バランス悪い,バランス悪い,バランスが悪く,バランス取りにくい,,,,,,,,,,,,,,,,,,,,,
レンズが豊富,レンズが豊富,レンズのラインナップが豊富,ラインナップが豊富,レンズの種類が多い,,,,,,,,,,,,,,,,,,,,
レンズが少ない,レンズが少ない,レンズが揃っていない,レンズのラインナップを増やして欲しい,レンズのラインナップが増えて欲しい,,,,,,,,,,,,,,,,,,,,
デザインは最高,デザインは最高,デザイン最高,デザインが好き,デザインは素晴らしい,,,,,,,,,,,,,,,,,,,,
納まりは良い,納まりは良い,おさまりが良い,収納は楽,収納しやすく,,,,,,,,,,,,,,,,,,,,
ボタン操作がしにくい,ボタン操作がしにくい,,,,,,,,,,,,,,,,,,,,,,,
ボタンが押しにくい,ボタンが押しにくい,ボタンが硬く,,,,,,,,,,,,,,,,,,,,,,
シャッターボタンが軽い,シャッターボタンが軽い,,,,,,,,,,,,,,,,,,,,,,,
ボタン配置がいい,ボタン配置がいい,ボタンの配置が適切,,,,,,,,,,,,,,,,,,,,,,
配置がもう一歩,配置がもう一歩,位置が分かりにくい,,,,,,,,,,,,,,,,,,,,,,
操作ボタンが簡略化,操作ボタンが簡略化,,,,,,,,,,,,,,,,,,,,,,,
ボタンは多い,ボタンは多い,ボタンが増え,,,,,,,,,,,,,,,,,,,,,,
ボタンが少ない,ボタンが少ない,,,,,,,,,,,,,,,,,,,,,,,
ダイヤルがまわしにくい,ダイヤルがまわしにくい,,,,,,,,,,,,,,,,,,,,,,,
クリック感が乏しい,クリック感が乏しい,,,,,,,,,,,,,,,,,,,,,,,
ボタンは小さめ,ボタンは小さめ,スイッチが小さすぎ,,,,,,,,,,,,,,,,,,,,,,
慣れは必要,慣れは必要,慣れが必要,,,,,,,,,,,,,,,,,,,,,,
発色が良い,発色が良い,,,,,,,,,,,,,,,,,,,,,,,
色味は鮮やか,色味は鮮やか,,,,,,,,,,,,,,,,,,,,,,,
色味が良い,色味が良い,色が好き,色が好み,色味が好み,色調が好み,色味も文句無し,,,,,,,,,,,,,,,,,,
写りが素晴らしい,写りが素晴らしい,写りも良い,,,,,,,,,,,,,,,,,,,,,,
色はいまいち,色はいまいち,,,,,,,,,,,,,,,,,,,,,,,
コントラストが強すぎ,コントラストが強すぎ,,,,,,,,,,,,,,,,,,,,,,,
階調強め,階調強め,,,,,,,,,,,,,,,,,,,,,,,
ボケが良い,ボケが良い,ボケもきれい,,,,,,,,,,,,,,,,,,,,,,
ボケが出しやすい,ボケが出しやすい,,,,,,,,,,,,,,,,,,,,,,,
画素数が多い,画素数が多い,,,,,,,,,,,,,,,,,,,,,,,
マルチコントローラーがない,マルチコントローラーがない,マルチコントローラーが無い,,,,,,,,,,,,,,,,,,,,,,
マルチファンクションバーは不要,マルチファンクションバーは不要,,,,,,,,,,,,,,,,,,,,,,,
さわり心地悪い,さわり心地悪い,,,,,,,,,,,,,,,,,,,,,,,
手触りが良い,手触りが良い,,,,,,,,,,,,,,,,,,,,,,,
サイズ感が良い,サイズ感が良い,サイズ感が良く,,,,,,,,,,,,,,,,,,,,,,
重さがある,重さがある,重量感があり,,,,,,,,,,,,,,,,,,,,,,
ボリューム感がある,ボリューム感がある,厚みがある,コンパクトではない,コンパクトではありません,,,,,,,,,,,,,,,,,,,,
カドがない,カドがない,出っ張りがない,,,,,,,,,,,,,,,,,,,,,,
直感的に操作できる,直感的に操作できる,直感で操作できました,感覚的に使え,迷わず操作できます,,,,,,,,,,,,,,,,,,,,
直感的にできない,直感的にできない,直接操作出来ず,,,,,,,,,,,,,,,,,,,,,,
片手で撮影できる,片手で撮影できる,片手で操作でき,片手で完結,右手だけで操作,右手だけで操作できる,右手のみで行える,右手で全て操作可能,操作を右手で出来る,操作感覚は右手に集約,右手の操作だけで完結,右指で完結,,,,,,,,,,,,,
持ち方を変える回数が多い,持ち方を変える回数が多い,,,,,,,,,,,,,,,,,,,,,,,
コントロールリングが快適,コントロールリングが快適,,,,,,,,,,,,,,,,,,,,,,,
ファイルサイズは大きい,ファイルサイズは大きい,,,,,,,,,,,,,,,,,,,,,,,
バリアングルは便利,バリアングルは便利,,,,,,,,,,,,,,,,,,,,,,,
バリアングル液晶でない,バリアングル液晶でない,,,,,,,,,,,,,,,,,,,,,,,
フィット感が最高,フィット感が最高,,,,,,,,,,,,,,,,,,,,,,,
撮影が楽しい,撮影が楽しい,ワクワク感があり,,,,,,,,,,,,,,,,,,,,,,
高揚感が無い,高揚感が無い,ワクワク感を感じられない,,,,,,,,,,,,,,,,,,,,,,
USB充電が可能,USB充電が可能,USB給電は便利,,,,,,,,,,,,,,,,,,,,,,
USB充電ができない,USB充電ができない,USB給電出来ない,,,,,,,,,,,,,,,,,,,,,,
連続撮影することができない,連続撮影することができない,,,,,,,,,,,,,,,,,,,,,,,
連写性能は良い,連写性能は良い,連写性能は良く,,,,,,,,,,,,,,,,,,,,,,
完成度が高い,完成度が高い,完成度も高い,,,,,,,,,,,,,,,,,,,,,,
不満はない,不満はない,不満は無い,不満がありません,,,,,,,,,,,,,,,,,,,,,
満足感が高い,満足感が高い,満足度が高い,,,,,,,,,,,,,,,,,,,,,,
不自由を感じない,不自由を感じない,,,,,,,,,,,,,,,,,,,,,,,
埃がつきやすい,埃がつきやすい,埃が付きやすく,埃が入りやすい,ほこりが付きます,ホコリが付いて,,,,,,,,,,,,,,,,,,,
防塵防滴機能がない,防塵防滴機能がない,,,,,,,,,,,,,,,,,,,,,,,
傷がつきやすい,傷がつきやすい,傷がつきやすく,傷つきやすい,傷には強くない,,,,,,,,,,,,,,,,,,,,
傷が付きにくい,傷が付きにくい,傷が付きにくく,,,,,,,,,,,,,,,,,,,,,,
汚れが気にならない,汚れが気にならない,汚れも気にならない,,,,,,,,,,,,,,,,,,,,,,
汚れ易い,汚れ易い,,,,,,,,,,,,,,,,,,,,,,,
各種設定が簡単,各種設定が簡単,各種設定も簡単,,,,,,,,,,,,,,,,,,,,,,
設定が出来ない,設定が出来ない,,,,,,,,,,,,,,,,,,,,,,,
タッチパネルが便利,タッチパネルが便利,タッチ操作も良好,,,,,,,,,,,,,,,,,,,,,,
タッチパネル対応でない,タッチパネル対応でない,タッチパネル液晶でない,タッチパネル非対応,タッチパネルが欲しい,,,,,,,,,,,,,,,,,,,,
暗所に強い,暗所に強い,,,,,,,,,,,,,,,,,,,,,,,
暗所撮影には弱い,暗所撮影には弱い,,,,,,,,,,,,,,,,,,,,,,,
耐久性が高い,耐久性が高い,耐久性も高い,耐久性も高く,,,,,,,,,,,,,,,,,,,,,
強度のなさ,強度のなさ,衝撃には弱すぎ,,,,,,,,,,,,,,,,,,,,,,
ダイナミックレンジが良い,ダイナミックレンジが良い,ダイナミックレンジが良く,ダイナミックレンジが向上,,,,,,,,,,,,,,,,,,,,,
誤動作なく,誤動作なく,,,,,,,,,,,,,,,,,,,,,,,
誤操作なく,誤操作なく,誤操作がなくなり,,,,,,,,,,,,,,,,,,,,,,
統一感が無い,統一感が無い,統一感が無く,,,,,,,,,,,,,,,,,,,,,,
信頼性が高い,信頼性が高い,信頼性も高い,,,,,,,,,,,,,,,,,,,,,,
項目が多い,項目が多い,項目が多く,,,,,,,,,,,,,,,,,,,,,,
メニューの使いやすさ,メニューの使いやすさ,メニューの分かりやすさ,,,,,,,,,,,,,,,,,,,,,,
顔認識精度向上,顔認識精度向上,,,,,,,,,,,,,,,,,,,,,,,
精度が高い,精度が高い,精度が高く,,,,,,,,,,,,,,,,,,,,,,
精度が悪い,精度が悪い,精度も悪い,性能が低すぎ,性能の悪さ,,,,,,,,,,,,,,,,,,,,
機能が豊富,機能が豊富,機能は充分,,,,,,,,,,,,,,,,,,,,,,
機能が多すぎ,機能が多すぎ,機能がありすぎ,,,,,,,,,,,,,,,,,,,,,,
露出補正できない,露出補正できない,,,,,,,,,,,,,,,,,,,,,,,
タッチシャッターが便利,タッチシャッターが便利,,,,,,,,,,,,,,,,,,,,,,,
負担なく,負担なく,腕の負担が減り,,,,,,,,,,,,,,,,,,,,,,
小指が余る,小指が余る,小指が余り,小指余りはあります,小指が余ります,小指が余ってしまう,,,,,,,,,,,,,,,,,,,
小指が余らず,小指が余らず,小指も余らず,小指が余ること無く,小指余りはありません,,,,,,,,,,,,,,,,,,,,
品がある,品がある,,,,,,,,,,,,,,,,,,,,,,,
ストロボなし,ストロボなし,内臓ストロボなし,,,,,,,,,,,,,,,,,,,,,,
ギラツキがない,ギラツキがない,,,,,,,,,,,,,,,,,,,,,,,
目が楽,目が楽,,,,,,,,,,,,,,,,,,,,,,,
画角が広い,画角が広い,,,,,,,,,,,,,,,,,,,,,,,
ハンドリングの良さ,ハンドリングの良さ,,,,,,,,,,,,,,,,,,,,,,,
望遠が良い,望遠が良い,望遠性能が高い,望遠は素晴らしい,,,,,,,,,,,,,,,,,,,,,
制限があり,制限があり,,,,,,,,,,,,,,,,,,,,,,,
所有感が高い,所有感が高い,所有感が高く,所有感,所有欲が満たされ,,,,,,,,,,,,,,,,,,,,
安心感がある,安心感がある,安心感があり,安心感はあり,,,,,,,,,,,,,,,,,,,,,
落とすのが怖い,落とすのが怖い,,,,,,,,,,,,,,,,,,,,,,,
視認性は良い,視認性は良い,,,,,,,,,,,,,,,,,,,,,,,
宣伝が下手,宣伝が下手,,,,,,,,,,,,,,,,,,,,,,,
バッテリーが共有できる,バッテリーが共有できる,,,,,,,,,,,,,,,,,,,,,,,
充電器が別売,充電器が別売,充電器が付属していません,,,,,,,,,,,,,,,,,,,,,,
遜色は無い,遜色は無い,遜色なく,遜色ない,問題ない,,,,,,,,,,,,,,,,,,,,
可も無く不可も無い,可も無く不可も無い,可もなく不可もなし,可もなく不可もなく,可も無く不可も無く,,,,,,,,,,,,,,,,,,,,
立体感が出た,立体感が出た,,,,,,,,,,,,,,,,,,,,,,,
マルチコントローラーは欲しい,マルチコントローラーは欲しい,マルチコントローラーは欲しかった,,,,,,,,,,,,,,,,,,,,,,
決心がつかず,決心がつかず,,,,,,,,,,,,,,,,,,,,,,,
動体撮影には向いていない,動体撮影には向いていない,,,,,,,,,,,,,,,,,,,,,,,
パンケーキレンズがほしい,パンケーキレンズがほしい,,,,,,,,,,,,,,,,,,,,,,,
鼻が液晶に当たらない,鼻が液晶に当たらない,,,,,,,,,,,,,,,,,,,,,,,
液晶に鼻が当たる,液晶に鼻が当たる,鼻が液晶画面に接触,,,,,,,,,,,,,,,,,,,,,,
シャッターチャンスは逃す,シャッターチャンスは逃す,,,,,,,,,,,,,,,,,,,,,,,
